Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,,,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,,,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,,,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,,,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,,,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,,,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,,,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,,,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,,,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,,,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,,,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp
3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/20/2023,5.778,95.68,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/20/2023,4.868,94.793,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/20/2023,4.965,93.437,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/20/2023,4.246,98.642,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,4.1,96.602,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,2.862,98.416,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,-0.432,100.007,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,4.742,99.987,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,-0.395,100.911,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,5.531,99.975,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/20/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3
3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/21/2023,5.811,95.529,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/21/2023,4.929,94.643,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/21/2023,5.009,93.278,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/21/2023,4.332,98.575,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,4.249,96.321,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,2.99,98.273,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,-0.432,100.007,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,4.742,99.987,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,-0.395,100.911,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,5.531,99.975,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/21/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3
3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/22/2023,5.801,95.577,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/22/2023,4.943,94.614,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/22/2023,5.005,93.298,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/22/2023,4.363,98.554,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,4.223,96.375,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,3.175,98.068,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,-0.432,100.007,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,4.742,99.987,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,-0.395,100.911,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,5.531,99.975,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/22/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3
3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/23/2023,5.647,96.295,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/23/2023,4.759,95.089,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/23/2023,4.84,93.913,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/23/2023,4.306,98.613,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,4.064,96.693,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,3.166,98.091,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,-0.432,100.007,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,4.742,99.987,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,-0.395,100.911,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,5.531,99.975,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/23/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3
3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/24/2023,5.576,96.628,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/24/2023,4.668,95.322,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/24/2023,4.764,94.196,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,3/24/2023,4.238,98.672,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,3.984,96.849,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,3.082,98.19,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,-0.432,100.007,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,4.742,99.987,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,-0.395,100.911,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,5.531,99.975,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3,,3/24/2023,,,187.7,0.016721406,0.035836697,0.050796105,0.06978312,HY3
3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/27/2023,5.704,96.034,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/27/2023,4.794,95.009,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/27/2023,4.878,93.779,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/27/2023,4.296,98.629,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,4.115,96.604,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,3.101,98.173,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,-0.432,100.007,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,4.742,99.987,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,-0.395,100.911,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,5.531,99.975,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/27/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3
3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/28/2023,5.766,95.751,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/28/2023,4.846,94.884,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/28/2023,4.93,93.595,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/28/2023,4.3,98.63,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,4.167,96.509,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,3.193,98.074,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,-0.432,100.007,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,4.742,99.987,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,-0.395,100.911,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,5.531,99.975,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/28/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3
3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/29/2023,5.815,95.523,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/29/2023,4.894,94.767,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/29/2023,4.99,93.38,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/29/2023,4.302,98.632,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,4.213,96.428,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,3.262,97.997,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,-0.432,100.007,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,4.742,99.987,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,-0.395,100.911,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,5.531,99.975,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/29/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3
3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/30/2023,5.872,95.269,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/30/2023,4.964,94.608,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/30/2023,5.06,93.138,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/30/2023,4.318,98.632,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,4.293,96.29,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,2.865,98.452,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,-0.432,100.007,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,4.742,99.987,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,-0.395,100.911,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,5.531,99.975,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/30/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3
3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/31/2023,5.789,95.649,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/31/2023,4.884,94.81,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/31/2023,4.976,93.443,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,3/31/2023,4.267,98.676,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,4.221,96.431,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,2.887,98.432,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,-0.432,100.007,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,4.742,99.987,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,-0.395,100.911,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,5.531,99.975,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3,,3/31/2023,,,184.5,0.016516603,0.035475614,0.050340615,0.069235485,HY3
4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/3/2023,5.741,95.874,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/3/2023,4.816,94.985,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/3/2023,4.921,93.649,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/3/2023,4.201,98.732,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,4.21,96.456,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,2.808,98.523,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,-0.432,100.007,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,4.742,99.987,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,-0.395,100.911,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,5.531,99.975,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/3/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3
4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/4/2023,5.696,96.081,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/4/2023,4.703,95.27,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/4/2023,4.836,93.963,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/4/2023,4.162,98.767,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,4.12,96.63,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,2.751,98.59,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,-0.432,100.007,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,4.742,99.987,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,-0.395,100.911,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,5.531,99.975,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/4/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3
4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/5/2023,5.634,96.376,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/5/2023,4.605,95.537,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/5/2023,4.767,94.233,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/5/2023,4.141,98.802,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,4.053,96.778,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,2.906,98.437,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,-0.432,100.007,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,4.742,99.987,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,-0.395,100.911,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,5.531,99.975,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/5/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3
4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/6/2023,5.637,96.364,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/6/2023,4.599,95.555,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/6/2023,4.774,94.21,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,4/6/2023,4.177,98.778,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,4.1,96.694,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,2.733,98.63,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,-0.432,100.007,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,4.742,99.987,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,-0.395,100.911,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,5.531,99.975,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3,,4/6/2023,,,178.4,0.015594545,0.033882731,0.048353471,0.066870554,HY3
